Date;Time;Emperor_Penguin;Adelie_Penguin;Antartic_Petrel;Snow_Petrel;South_Polar_Skua;Crabeater_Seal;Weddel_Seal;Minke_Whale;Killer_Whale;krill;Latitude;Longitude
22/11/1994;0;1;0;0;0;0;0;0;0;0;0;-753.678;1.746.422
22/11/1994;1;1;1;0;1;1;0;0;0;0;0;-753.367;1.739.878
22/11/1994;2;1;0;0;1;0;0;0;0;0;0;-752.767;1.735.037
22/11/1994;3;1;0;0;1;0;0;0;0;0;0;-752.092;1.739.088
22/11/1994;4;1;0;0;1;0;0;0;0;0;0;-751.887;1.744.053
22/11/1994;5;1;1;0;1;0;0;0;0;0;0;-751.558;1.748.495
22/11/1994;11.45;0;0;0;1;0;1;0;0;0;0;-750.572;1.749.605
22/11/1994;16.4;0;1;0;1;0;0;0;0;0;0;-74.873;175.053
22/11/1994;20.3;1;0;0;1;0;0;0;0;0;0;-747.888;174.928
22/11/1994;23.3;1;0;0;1;0;0;1;1;0;0;-74.773;1.754.063
23/11/1994;0.3;0;1;0;1;0;0;0;1;0;0;-747.975;1.758.772
23/11/1994;1.3;0;1;1;1;0;1;0;1;0;0;-747.362;1.765.212
23/11/1994;2;1;0;0;0;0;0;0;1;0;0;-747.922;1.764.378
23/11/1994;2.3;0;1;0;1;0;0;0;1;0;0;-747.797;176.102
23/11/1994;3.3;0;0;0;1;0;0;0;0;0;0;-74.728;1.756.247
23/11/1994;4.3;1;1;1;1;1;0;0;1;0;0;-746.842;1.750.997
23/11/1994;12.2;1;1;0;1;0;1;0;1;0;0;-746.092;1.749.687
24/11/1994;12.4;0;1;0;1;0;0;0;0;0;0;-743.597;1.750.678
24/11/1994;13.1;1;1;0;1;0;0;0;0;0;0;-74.207;1.749.955
26/11/1994;14.3;1;0;1;1;1;0;0;0;0;0;-742.083;1.742.208
26/11/1994;15.3;1;0;0;1;0;0;1;0;0;0;-741.797;1.744.333
26/11/1994;19;1;1;1;1;0;1;1;0;1;0;-741.092;1.745.925
26/11/1994;20;0;0;1;1;0;1;0;1;0;0;-740.325;1.749.383
28/11/1994;0.5;1;1;1;1;1;0;0;1;0;0;-739.188;1.746.575
28/11/1994;2;1;1;1;1;0;0;0;0;0;0;-74.043;1.748.162
28/11/1994;3;1;1;0;1;1;0;1;1;0;0;-741.338;1.747.863
28/11/1994;4;0;1;0;1;0;0;1;0;0;0;-742.458;1.747.908
28/11/1994;5;0;0;0;1;0;0;0;0;0;0;-743.197;1.747.133
28/11/1994;6;0;1;0;1;1;0;0;0;0;0;-744.045;1.745.978
28/11/1994;7;0;1;0;1;0;0;0;0;0;0;-745.212;1.745.212
28/11/1994;7.4;0;0;0;0;0;0;0;0;0;0;-745.733;1.746.358
28/11/1994;14.3;1;1;0;1;0;1;0;1;0;0;-746.222;1.747.437
28/11/1994;15.1;1;1;0;1;0;1;0;1;0;0;-746.712;1.749.895
28/11/1994;19.3;1;0;0;1;0;1;1;1;0;0;-747.078;1.749.142
28/11/1994;20.3;0;1;0;1;1;0;1;0;0;0;-748.197;1.748.112
28/11/1994;21.3;0;1;0;1;0;0;1;1;0;0;-749.745;1.749.703
29/11/1994;5.45;0;1;0;1;0;0;0;0;0;0;-749.628;1.751.428
29/11/1994;6.3;0;1;0;1;0;1;0;0;0;0;-748.553;1.750.537
29/11/1994;11.5;1;1;0;1;1;1;0;1;0;0;-745.683;175.013
30/11/1994;0.45;1;1;1;1;1;0;0;1;0;0;-741.155;1.753.475
30/11/1994;2;0;0;0;1;0;0;0;0;0;0;-740.553;175.835
30/11/1994;3;0;0;0;1;0;0;0;0;0;0;-740.462;1.757.572
30/11/1994;4;0;0;0;1;1;0;0;0;0;0;-740.533;1.754.438
30/11/1994;5;1;0;0;1;0;1;0;0;0;0;-73.995;1.752.555
30/11/1994;18.15;1;1;0;1;0;1;0;0;0;0;-741.467;1.740.253
30/11/1994;19.15;1;1;0;1;0;0;0;1;0;0;-740.755;1.733.578
30/11/1994;20.15;1;1;0;0;0;0;0;0;0;0;-740.042;1.727.217
30/11/1994;21;1;1;0;1;0;0;0;0;0;0;-739.545;172.228
30/11/1994;22;1;1;0;1;0;0;1;0;0;0;-739.197;171.653
01/12/1994;13;1;1;0;0;1;1;0;0;0;0;-73.937;1.719.953
01/12/1994;14;0;1;0;0;1;1;0;0;0;0;-739.887;1.724.503
01/12/1994;15.05;1;1;0;1;0;1;0;0;0;0;-740.137;1.731.112
01/12/1994;16.05;1;1;0;1;0;1;0;0;0;0;-738.713;1.732.983
01/12/1994;17.05;0;1;0;1;1;1;1;0;0;0;-73.683;1.732.512
01/12/1994;18.15;1;1;0;1;0;1;0;0;0;0;-735.692;1.732.258
01/12/1994;19.3;0;1;0;1;0;1;0;0;0;0;-734.188;1.735.733
01/12/1994;20.3;1;1;0;0;0;0;0;0;0;0;-732.733;173.725
01/12/1994;21.3;1;1;0;1;1;0;0;0;0;0;-73.163;1.737.553
01/12/1994;21.4;1;1;1;0;0;0;0;0;0;0;-725.458;1.741.872
01/12/1994;22.3;0;1;0;0;0;0;0;0;0;0;-730.433;1.739.355
01/12/1994;23.3;1;1;1;0;0;0;0;0;0;0;-72.962;1.741.478
02/12/1994;0.3;1;1;0;1;0;0;0;0;0;0;-728.608;1.741.888
02/12/1994;1.3;1;1;1;1;0;0;0;0;0;0;-727.687;1.744.617
02/12/1994;2.3;1;1;1;1;0;0;0;1;0;0;-726.588;1.747.138
02/12/1994;4;0;0;1;0;0;0;0;0;0;0;-725.455;1.749.345
02/12/1994;5.5;0;1;1;0;0;0;0;0;0;0;-725.155;1.750.267
02/12/1994;12;1;1;1;0;0;0;0;0;0;0;-724.267;1.748.222
02/12/1994;13.3;0;1;1;0;0;0;0;0;0;0;-724.408;1.748.305
02/12/1994;20.3;0;1;1;1;0;0;0;0;0;0;-724.717;1.743.313
02/12/1994;23.3;0;1;1;1;0;0;0;1;0;0;-72.703;1.740.517
02/12/1994;0.3;0;1;0;1;0;0;0;1;0;0;-728.383;1.740.683
03/12/1994;1.3;1;1;0;0;0;0;0;0;0;0;-729.637;1.740.858
03/12/1994;2.3;1;1;1;0;0;0;0;0;0;0;-730.992;1.742.533
03/12/1994;3.3;0;1;1;0;0;0;0;0;0;0;-732.333;1.745.255
03/12/1994;4.3;0;1;0;1;0;0;1;0;0;0;-733.647;1.748.158
03/12/1994;5.3;0;1;0;1;1;0;0;0;0;0;-734.572;1.750.058
03/12/1994;13.35;1;0;1;1;0;0;0;0;0;0;-734.095;1.746.655
03/12/1994;14.3;0;1;1;0;0;1;0;0;0;0;-734.603;1.743.213
03/12/1994;15.3;0;1;0;1;0;1;0;0;0;0;-735.487;1.745.088
03/12/1994;16.3;1;0;1;1;0;1;0;0;0;0;-73.647;1.748.713
03/12/1994;21;1;1;1;1;0;0;0;0;0;0;-73.803;1.749.903
03/12/1994;23.3;0;0;1;1;0;0;0;0;0;0;-738.797;1.749.563
04/12/1994;0.3;0;0;1;1;0;0;0;0;0;0;-739.195;1.748.828
04/12/1994;1.3;0;0;1;1;0;0;0;0;0;0;-739.678;1.750.442
04/12/1994;2.3;0;1;0;1;0;0;0;0;0;0;-74.072;1.750.662
04/12/1994;3.3;0;0;1;1;0;0;0;0;0;0;-741.917;1.750.212
04/12/1994;4.3;0;0;1;0;0;0;0;0;0;0;-743.308;1.750.128
04/12/1994;5.3;1;1;1;1;0;1;1;0;0;0;-744.792;1.750.228
04/12/1994;11.2;1;1;0;1;0;1;0;0;0;0;-745.053;1.749.145
04/12/1994;13.3;1;0;0;1;1;1;1;0;0;0;-743.942;1.749.787
04/12/1994;16.1;1;1;1;0;0;1;0;0;0;0;-741.895;174.997
04/12/1994;19.2;0;1;1;1;0;1;0;0;0;0;-740.328;1.750.263
05/12/1994;1.3;0;0;0;1;0;0;0;0;0;0;-74.05;1.748.638
05/12/1994;2.3;0;1;0;0;0;0;0;0;0;0;-741.513;1.748.905
05/12/1994;5;0;0;0;0;0;0;0;0;0;0;-745.363;1.749.233
05/12/1994;5.5;1;0;1;1;0;0;0;1;0;0;-746.647;1.750.487
05/12/1994;12;0;0;1;1;0;1;0;0;0;0;-744.897;1.749.505
05/12/1994;13.15;0;1;1;0;0;0;0;0;0;0;-742.387;1.749.325
05/12/1994;14.15;0;1;0;0;0;1;0;0;0;0;-740.717;1.749.188
05/12/1994;15.15;1;0;1;1;1;0;0;0;0;0;-739.183;1.749.222
05/12/1994;16.3;0;0;0;0;0;1;0;0;0;0;-737.558;1.749.225
05/12/1994;17.3;1;1;1;1;0;1;0;0;0;0;-735.897;174.967
05/12/1994;20;1;1;1;1;0;0;1;0;0;0;-734.188;1.750.633
05/12/1994;23.45;1;1;1;1;0;1;0;0;0;0;-735.345;1.750.137
06/12/1994;1;1;1;1;1;0;0;0;0;0;0;-736.678;1.750.462
06/12/1994;2;0;1;1;1;0;1;0;0;0;0;-738.022;1.750.403
06/12/1994;3;0;1;1;0;0;1;0;0;0;0;-739.367;1.750.588
06/12/1994;4;1;1;1;1;0;1;0;0;0;0;-740.205;1.750.942
06/12/1994;10;0;1;0;0;0;0;0;0;0;0;-735.928;1.750.283
06/12/1994;11.3;1;1;1;1;0;1;0;1;0;0;-73.327;1.748.608
06/12/1994;12.3;1;1;0;1;0;1;0;0;0;0;-731.842;1.749.405
06/12/1994;14.4;0;0;0;1;0;0;0;0;0;0;-730.225;1.749.908
06/12/1994;18;0;1;0;0;0;0;0;0;0;0;-729.095;174.947
06/12/1994;22.45;1;0;1;1;0;0;0;0;0;0;-728.338;1.748.088
07/12/1994;10.3;1;1;1;1;0;1;0;0;0;0;-725.083;1.750.058
07/12/1994;0;0;1;1;1;0;0;0;0;0;0;-720.183;1.750.125
08/12/1994;2.05;0;1;0;0;0;0;0;0;0;0;-720.737;1.749.912
08/12/1994;4.1;0;1;1;1;1;0;0;0;0;0;-72.148;1.749.878
08/12/1994;10.55;0;1;1;0;0;0;1;0;0;0;-718.413;1.750.045
08/12/1994;13.3;0;0;1;1;0;0;0;0;0;0;-718.478;175.07
08/12/1994;14.3;0;0;1;1;0;0;0;0;0;0;-719.172;1.751.862
08/12/1994;15.3;0;1;1;1;0;0;0;1;0;0;-720.017;1.753.612
08/12/1994;16.3;0;1;1;1;0;0;0;0;0;0;-721.122;1.756.705
08/12/1994;17.3;0;0;1;0;1;0;0;0;0;0;-722.195;1.760.045
08/12/1994;18.5;0;1;0;1;0;0;0;0;0;0;-723.538;1.764.192
08/12/1994;20;0;0;1;0;0;0;0;0;0;0;-72.46;1.767.395
09/12/1994;0;0;1;0;0;0;0;0;0;0;0;-724.853;1.768.212
09/12/1994;1;0;1;1;0;0;0;0;0;0;0;-724.945;1.762.697
09/12/1994;2;0;1;1;0;0;0;0;0;0;0;-725.713;1.758.245
09/12/1994;3;0;1;1;1;0;0;0;0;0;0;-724.917;1.753.492
10/12/1994;23.45;1;1;1;1;0;1;0;0;0;0;-72.622;1.749.495
11/12/1994;1;1;1;1;1;0;0;0;0;0;0;-72.867;174.958
11/12/1994;2;0;1;1;1;0;0;0;0;0;0;-730.705;1.749.783
11/12/1994;3;0;1;1;1;0;0;0;0;0;0;-732.312;175.007
11/12/1994;17;0;0;0;1;0;0;1;0;0;0;-734.978;1.749.328
11/12/1994;22.05;0;0;0;0;0;0;0;1;0;0;-737.795;1.749.642
11/12/1994;23;0;0;0;0;0;0;0;0;0;0;-739.592;1.749.908
13/12/1994;12.3;0;0;0;0;0;0;0;0;0;0;-742.055;1.750.572
13/12/1994;17.1;0;0;0;0;0;0;0;0;0;0;-743.695;1.749.458
13/12/1994;18.05;0;0;1;1;0;0;0;1;0;0;-745.617;1.749.772
14/12/1994;13;1;0;1;0;0;0;0;1;1;0;-747.312;1.745.625
14/12/1994;13.45;0;0;1;0;0;0;0;1;0;0;-747.203;1.739.262
14/12/1994;16.1;0;0;0;0;0;0;0;0;0;0;-747.022;172.003
14/12/1994;16.55;0;0;1;0;0;0;0;0;0;0;-747.017;1.720.122
14/12/1994;20.3;0;1;1;1;0;0;0;0;0;0;-746.933;1.718.513
14/12/1994;21.3;0;1;1;0;0;0;0;0;0;0;-747.103;1.717.212
15/12/1994;1.05;1;1;0;0;0;0;0;0;0;0;-747.708;1.711.225
15/12/1994;2;1;0;1;1;0;0;0;0;0;0;-748.208;1.705.692
15/12/1994;3.1;1;1;0;1;0;0;0;0;0;0;-748.575;1.701.575
15/12/1994;4;1;1;0;0;0;0;1;0;0;0;-749.067;169.788
15/12/1994;5.15;1;1;0;1;0;0;0;0;0;0;-74.935;1.691.962
15/12/1994;6.3;0;1;0;0;0;0;0;0;0;0;-74.927;1.686.278
15/12/1994;12.3;1;0;0;1;0;0;0;0;0;0;-75.038;167.287
15/12/1994;13.3;0;1;0;1;0;1;0;0;0;0;-750.892;1.666.645
15/12/1994;20.3;0;1;0;0;1;0;0;0;0;0;-74.882;1.648.312
15/12/1994;21.3;1;1;0;0;0;0;0;0;0;0;-747.225;1.642.438
15/12/1994;11.3;1;1;0;0;0;0;0;0;0;0;-750.205;167.777
15/12/1994;14.3;1;1;0;0;0;0;0;0;0;0;-751.455;1.661.267
15/12/1994;19.3;0;1;0;0;1;0;0;0;0;0;-750.297;1.654.628
17/12/1994;13.35;0;1;0;0;0;0;0;0;0;0;-747.587;1.644.287
17/12/1994;15.5;0;1;0;0;0;0;0;1;0;0;-749.222;1.650.605
17/12/1994;16.5;0;0;0;0;0;0;0;0;0;0;-75.045;1.652.212
17/12/1994;17.5;0;0;0;0;0;0;0;0;0;0;-75.19;1.657.105
17/12/1994;18.5;1;1;0;1;0;0;0;0;0;0;-751.545;1.664.397
17/12/1994;19.5;1;1;0;1;0;0;0;0;0;0;-752.287;1.669.645
17/12/1994;21;0;1;0;0;0;0;0;0;0;0;-75.295;1.675.513
17/12/1994;22;0;1;0;1;0;0;0;0;0;0;-753.647;1.679.938
17/12/1994;23.3;1;1;0;0;0;0;0;0;0;0;-754.713;1.685.612
18/12/1994;1;0;1;0;0;0;0;0;0;0;0;-754.555;1.685.337
18/12/1994;2;0;1;0;0;0;0;0;0;0;0;-754.763;168.872
18/12/1994;3;0;1;1;0;0;0;0;0;1;0;-753.645;168.997
18/12/1994;3.45;1;0;0;0;0;0;0;0;0;0;-753.305;1.688.762
18/12/1994;7.3;0;1;0;1;0;0;0;0;0;0;-753.583;169.908
18/12/1994;8.3;0;1;1;1;0;0;0;0;0;0;-753.372;1.704.962
18/12/1994;9.3;0;0;0;0;0;0;0;1;0;0;-752.437;1.711.912
18/12/1994;10.3;0;0;0;0;1;0;0;0;0;0;-75.077;1.717.628
18/12/1994;11.3;0;0;0;0;0;0;0;0;0;0;-749.542;1.724.283
18/12/1994;12.3;1;1;0;0;0;0;0;0;0;0;-748.642;1.731.587
18/12/1994;13.3;0;0;0;0;0;0;0;0;0;0;-747.742;173.902
18/12/1994;14.3;0;0;1;0;0;0;0;0;0;0;-746.667;1.745.863
18/12/1994;18.3;0;0;1;1;0;0;0;0;0;0;-745.045;1.756.637
18/12/1994;19.3;0;0;1;0;0;0;0;0;0;0;-744.308;1.763.808
18/12/1994;20.3;0;0;1;1;0;0;0;0;0;0;-743.567;1.770.887
18/12/1994;21.3;0;0;1;0;0;0;0;0;1;0;-742.675;1.777.828
18/12/1994;22.3;0;0;1;0;0;0;0;0;0;0;-74.17;1.784.622
18/12/1994;23.3;0;0;1;1;0;0;0;0;0;0;-741.078;1.789.792
19/12/1994;1.3;0;0;1;1;0;0;0;0;0;0;-740.258;1.794.608
19/12/1994;2.3;1;1;1;1;0;0;0;0;0;0;-739.712;1.798.888
19/12/1994;3.3;0;0;1;1;0;0;0;0;0;0;-739.217;-1.796.497
19/12/1994;4.3;0;1;1;1;0;1;0;0;0;0;-73.873;-1.792.988
19/12/1994;6;1;1;1;1;1;1;0;0;0;0;-737.687;-1.789.878
19/12/1994;7.3;1;1;1;1;0;1;1;0;0;0;-73.578;-1.790.778
19/12/1994;8.3;1;1;1;1;0;1;0;0;0;0;-734.897;-1.791.047
19/12/1994;9.3;0;0;1;1;0;1;0;0;0;0;-73.627;-1.794.558
19/12/1994;11.3;0;1;1;0;0;1;0;0;0;0;-737.488;179.998
19/12/1994;12.3;1;1;1;1;0;1;0;0;0;0;-738.422;1.793.492
19/12/1994;13.3;1;1;1;1;0;1;0;0;0;0;-739.083;1.786.795
19/12/1994;14.3;0;1;1;0;0;0;0;0;0;0;-73.977;1.779.837
19/12/1994;15.3;0;0;1;0;0;0;0;0;0;0;-740.467;1.772.055
19/12/1994;16.3;0;0;1;1;0;0;0;0;0;0;-741.133;1.764.287
19/12/1994;17.3;0;0;1;0;0;0;0;0;0;0;-741.605;1.758.133
19/12/1994;18.3;0;0;1;1;0;0;0;0;0;0;-742.062;1.751.955
19/12/1994;21.45;0;0;1;1;0;0;0;0;0;0;-742.533;1.744.237
19/12/1994;23;0;0;1;1;0;0;0;0;0;0;-742.812;1.740.133
20/12/1994;0;0;0;1;1;0;0;0;0;0;0;-743.017;1.737.103
20/12/1994;2.3;0;0;1;1;0;0;0;0;0;0;-74.362;1.728.978
20/12/1994;3.3;0;0;1;1;0;0;0;0;0;0;-74.407;1.721.558
20/12/1994;4.3;0;0;1;1;0;0;0;0;0;0;-742.545;1.719.953
20/12/1994;5.55;0;0;0;1;0;0;0;0;0;0;-739.495;1.719.822
20/12/1994;7.3;0;0;1;1;0;0;0;0;0;0;-737.622;172.658
20/12/1994;8.3;0;0;0;1;0;0;0;1;0;0;-736.912;1.732.163
20/12/1994;10.3;0;0;1;1;0;0;0;1;0;0;-736.055;1.738.642
20/12/1994;11.3;0;0;1;1;0;0;0;1;0;0;-735.292;174.368
20/12/1994;12.3;0;0;1;1;0;0;0;0;0;0;-734.555;1.748.442
20/12/1994;13.3;0;0;1;1;0;0;0;0;0;0;-734.012;1.753.175
20/12/1994;14.3;0;0;1;1;0;0;0;0;0;0;-733.433;1.757.787
20/12/1994;15.3;0;1;1;1;0;0;0;1;0;0;-732.858;1.762.195
20/12/1994;16.15;0;1;1;1;0;0;0;1;0;0;-732.488;1.765.075
20/12/1994;17;1;0;1;1;0;0;0;0;0;0;-73.198;1.767.817
20/12/1994;18.3;1;0;1;1;0;1;0;0;0;0;-731.467;1.769.153
20/12/1994;19.3;1;1;1;0;0;0;0;0;0;0;-731.053;1.773.358
20/12/1994;20.3;0;1;1;1;0;0;0;0;0;0;-730.662;177.735
20/12/1994;21.3;0;0;1;1;0;0;1;0;0;0;-729.747;1.781.795
20/12/1994;22.3;0;0;1;1;0;0;0;0;0;0;-729.055;1.785.653
20/12/1994;23.45;1;0;0;0;0;0;0;0;0;0;-728.167;1.788.733
21/12/1994;1;0;0;1;1;0;0;0;0;0;0;-726.745;1.792.138
21/12/1994;1.5;0;0;1;0;0;0;0;0;0;0;-726.158;1.790.695
21/12/1994;3;0;0;1;1;0;0;0;0;0;0;-725.453;1.791.847
21/12/1994;4;0;0;1;1;0;0;0;1;0;0;-724.138;1.794.367
21/12/1994;5;0;0;1;1;0;0;0;0;0;0;-722.638;1.794.217
21/12/1994;6;0;0;1;1;0;0;0;0;0;0;-722.167;1.791.608
21/12/1994;9.3;0;1;1;1;0;1;0;0;0;0;-72.243;1.789.378
21/12/1994;10.3;0;1;1;1;0;1;0;1;0;0;-723.497;1.788.325
21/12/1994;11.3;0;1;1;1;1;1;1;0;0;0;-724.508;1.783.855
21/12/1994;12.3;0;1;1;1;0;1;0;0;0;0;-725.095;1.779.738
21/12/1994;13.3;0;0;1;1;0;1;0;1;0;0;-725.942;1.775.672
21/12/1994;14.25;0;1;1;0;0;1;0;0;0;0;-726.388;1.771.692
21/12/1994;15.3;0;1;1;1;0;0;0;0;0;0;-726.683;176.687
21/12/1994;16.3;0;0;1;0;0;0;0;0;0;0;-727.253;1.761.688
21/12/1994;19.3;0;0;1;0;0;0;0;0;0;0;-728.403;1.749.437
21/12/1994;21;0;0;1;0;0;0;0;0;0;0;-729.463;1.741.712
21/12/1994;22.3;0;0;1;0;0;0;0;0;1;0;-730.283;1.734.417
21/12/1994;23.3;0;0;1;0;0;0;0;1;0;0;-730.892;173.023
22/12/1994;2;0;0;1;1;0;0;0;0;0;0;-731.947;1.724.392
22/12/1994;3.05;0;0;1;0;0;0;0;0;0;0;-732.338;1.719.983
22/12/1994;4;0;0;1;0;1;0;0;0;0;0;-730.903;1.719.853
22/12/1994;5.02;0;0;1;0;0;0;0;0;0;0;-729.272;1.719.758
22/12/1994;5.55;0;0;1;0;0;0;0;0;0;0;-72.787;1.719.988
22/12/1994;7.3;0;0;1;1;0;0;0;0;0;0;-725.653;1.721.512
22/12/1994;8.3;0;0;1;0;0;0;0;0;0;0;-72.563;1.724.887
22/12/1994;11.3;0;0;1;0;0;0;0;0;0;0;-724.738;1.734.992
22/12/1994;12.3;0;0;1;1;0;0;0;0;0;0;-723.745;1.740.447
22/12/1994;13.3;1;0;1;1;0;0;0;0;0;0;-722.895;1.744.512
22/12/1994;14.3;1;1;1;1;0;1;0;0;0;0;-722.022;1.748.597
